id,title,tag,matched_words,score
1626,"CINCINNATI BELL CSN STARTS AUXTON AUXT BID",neutral,,0
1627,"CALIFORNIA BIOTECH CBIO SEES 1ST QTR LOSS",negative,loss,-1
1628,"PALL CORP PLL SETS QUARTERLY DIVIDEND",neutral,,0
1629,"JAPAN DIVISION OF LABOUR WITH ASIA URGED",neutral,,0
1630,"BOTSWANA APPEALS FOR DROUGHT AID",negative,drought,-1
1631,"U.K. GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE",neutral,,0
1632,"CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN",neutral,,0
1633,"IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA",neutral,"fresh; attacks",0
1634,"OECD URGES GERMANY TO STEP UP AID",neutral,,0
1635,"UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL",neutral,,0
1636,"ASEAN SHOWS MIXED PERFORMANCE IN 1986",neutral,,0
1637,"CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES",neutral,,0
1638,"BRITAIN, JAPAN CLASH OVER STOCK MARKET ACCESS",negative,clash,-1
1639,"CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT",neutral,,0
1640,"ALLIED SIGNAL ALD FIBERS UNIT SETS RESEARCH",neutral,,0
1641,"VARIAN VAR GETS TOSHIBA CORP CONTRACT",neutral,,0
1642,"ASIX SYSTEMS GETS MORE FINANCING",neutral,,0
1643,"CONRAC CAX IN MERGER TALKS WITH SEVERAL",neutral,,0
1644,"TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW",neutral,"top; debt",0
1645,"JAPANS LDP URGES MORE IMPORTS OF 12 FARM ITEMS",neutral,,0
1646,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",neutral,,0
1647,"TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN",neutral,,0
1648,"COMPUTER RESEARCH INC CORE 2ND QTR FEB 28 NET",neutral,,0
1649,"NMR CENTERS NMRC STARTS BUILDING IMAGE CENTER",neutral,,0
1650,"NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW",neutral,,0
1651,"AUSTRALIAN FOREIGN SHIP BAN ENDS",neutral,,0
1652,"RUBBERMAID INC 1ST QTR SHR 28 CTS VS 22 CTS",neutral,,0
1653,"INDEPENDENT CHAIRMAN FOR DUTCH CARGO DISPUTE",negative,dispute,-1
1654,"ELECTRO RENT CORP ELRC 3RD QTR FEB 28 NET",neutral,,0
1655,"BOEING BA UNIT CHOOSES UNDUCTED FAN ENGINE",neutral,,0
1656,"RUBBERMAID INC RBD 1ST QTR NET",neutral,,0
1657,"WTC INTERNATIONAL INC WAF 4TH QTR FEB 28 NET",neutral,,0
1658,"U.K. MONEY MARKET GIVEN FURTHER 166 MLN STG HELP",neutral,,0
1659,"MEAD CORP 1ST QTR OPER SHR 1.09 DLRS VS 67 CTS",neutral,,0
1660,"CANADIAN AIRLINES TO PURCHASE SIX BOEINGBAJETS",neutral,,0
1661,"RUBBERMAID RBD SEES CONTINUED IMPROVEMENT",positive,improvement,1
1662,"CAYUGA SAVINGS BANK CAYB 1ST QTR NET",positive,savings,1
1663,"JOHNSTOWN SAVINGS BANK FSB JSBK 1ST QTR NET",positive,savings,1
1664,"HOME SAVINGS AND LOAN ASSOCIATION INC HSLD",positive,savings,1
1665,"GEODYNAMICS CORP GDYN 3RD QTR FEB 27 NET",neutral,,0
1666,"NORTH STAR URANIUM INC CHANGES NAME",neutral,,0
1667,"GREAT LAKES CHEMICAL GLK TO BUILD NEW PLANT",positive,great,1
1668,"SWEDISH UNEMPLOYMENT STEADY IN MARCH",positive,steady,1
1669,"COMPAQ CPQ EXPECTS HIGHER FIRST QUARTER NET",neutral,,0
1670,"CHRISTIAN DEMOCRAT MINISTERS RESIGN",neutral,,0
1671,"MACOM MAI ENDS CHIEF OPERATING OFFICER POST",neutral,,0
1672,"I.U. INTERNATIONAL IU TO SELL INSURANCE UNITS",neutral,,0
1673,"COLOROCS CLRX EXTENDS WARRANT EXERCISE PERIOD",neutral,,0
1674,"MASON BEST FORMS ENERGY HOLDING COMPANY",positive,best,1
1675,"CXR TELCOM CORP CXRL 3RD QTR MARCH 31 NET",neutral,,0
1676,"PROXMIRE OUTLINES INSIDER TRADING LEGISLATION",neutral,,0
1677,"HELEN OF TROY CORP HELE 4TH QTR FEB 28 NET",neutral,,0
1678,"BANKERS TRUST BT PUTS BRAZIL ON NONACCRUAL",positive,trust,1
1679,"FIRST MERCANTILE CURRENCY FUND INC 1ST QTR NET",neutral,,0
1680,"UK INTERVENTION BD SAYS EC SOLD 118,350 TONNES WHITE SUGAR AT REBATE 46.496 ECUS.",neutral,,0
1681,"STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD",neutral,,0
1682,"U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES",neutral,,0
1683,"FORD EXTENDS INCENTIVE PROGRAM ON LIGHT TRUCKS TO APRIL 30 FROM APRIL SIX",neutral,,0
1684,"NORANDA TO SELL 150 MLN DLRS IN DEBENTURES",neutral,,0
1685,"BACHE SECURITIES CANADA BUYS TORONTO EXCHANGE SEAT FOR 301,000 DLRS",neutral,,0
1686,"MAFINA BOND WITH WARRANTS SET AT 250 MLN SFR",neutral,,0
1687,"MEAD MEA EXPECTS IMPROVED EARNINGS THIS YEAR",positive,improved,1
1688,"ENDOTRONICS SEEKS TO ESTABLISH 2ND QTR RESERVE",neutral,,0
1689,"AMERTEK INC ATEKF 1ST QTR NET",neutral,,0
1690,"COMSTOCK GROUP CSTK SELLS PREFERRED STOCK",neutral,,0
1691,"QVC NETWORK QVCN CLARIFIES AGREEMENT",neutral,,0
1692,"ALEX BROWN INC ABSB 1ST QTR MARCH 27 NET",neutral,,0
1693,"EQUITABLE RESOURCES EQT FILES UNIT OFFERING",positive,equitable,1
1694,"TOWN AND COUNTRY JEWELRY MANUFACTURING TCJC",neutral,,0
